State,Year,Quarter,District,District_Count,District_Amount
telangana,2018,1,warangal rural district,104385,79204912.70098737
telangana,2018,1,kumuram bheem asifabad district,26226,29592040.66740245
telangana,2018,1,nizamabad district,140986,174181538.05729407
telangana,2018,1,adilabad district,35960,51488627.32425585
telangana,2018,1,rajanna sircilla district,68682,96136732.16955987
telangana,2018,1,nagarkurnool district,83679,157664183.85690188
telangana,2018,1,peddapalle district,169274,199610181.17809594
telangana,2018,1,nirmal district,63804,86249120.42652902
telangana,2018,1,mahabubabad district,73810,81345319.08381961
telangana,2018,1,sangareddy district,291510,399236233.1575477
telangana,2018,1,wanaparthy district,53432,93331113.3949422
telangana,2018,1,vikarabad district,70973,97615071.47672468
telangana,2018,1,jagtial district,93840,119523180.71461841
telangana,2018,1,yadadri bhuvanagiri district,119620,154266151.70031404
telangana,2018,1,medak district,74192,89096759.16651198
telangana,2018,1,mahbubnagar district,96136,141574548.64248246
telangana,2018,1,jaya shankar bhalupally district,53916,76221067.1244818
telangana,2018,1,warangal urban district,349165,421074106.9897361
telangana,2018,1,rangareddy district,1459174,2677304926.137567
telangana,2018,1,hyderabad district,2545507,4287223789.76588
telangana,2018,1,suryapet district,122502,149966933.68164492
telangana,2018,1,jogulamba gadwal district,50179,62386167.39526133
telangana,2018,1,kamareddy district,84914,101353626.96050598
telangana,2018,1,mulugu district,26582,42538489.47995929
telangana,2018,1,medchal malkajgiri district,1131530,1912837340.5006719
telangana,2018,1,karimnagar district,224324,271526470.0733862
telangana,2018,1,mancherial district,127357,184652405.3695281
telangana,2018,1,siddipet district,144429,197965017.999628
telangana,2018,1,khammam district,183964,245857422.18747443
telangana,2018,2,narayanpet district,47939,89720060.39030397
telangana,2018,2,nalgonda district,246677,552006649.1379006
telangana,2018,2,jangaon district,88566,159864210.6172798
telangana,2018,2,bhadradri kothagudem district,189793,504562629.3259425
telangana,2018,2,warangal rural district,118577,164179709.48779964
telangana,2018,2,kumuram bheem asifabad district,46393,71492908.14953437
telangana,2018,2,nizamabad district,176790,441558654.5928928
telangana,2018,2,adilabad district,54205,111298713.58007899
telangana,2018,2,rajanna sircilla district,82594,177087238.58279282
telangana,2018,2,nagarkurnool district,113222,295093168.41172683
telangana,2018,2,peddapalle district,214900,413454435.3323817
telangana,2018,2,nirmal district,74066,173547534.12750036
telangana,2018,2,mahabubabad district,91024,179040419.1403302
telangana,2018,2,sangareddy district,370126,717109835.7001467
telangana,2018,2,wanaparthy district,75180,187147837.5948974
telangana,2018,2,vikarabad district,93946,183439927.22003388
telangana,2018,2,jagtial district,109063,246501745.5451079
telangana,2018,2,yadadri bhuvanagiri district,144108,291976845.0186141
telangana,2018,2,medak district,91916,177030599.57923824
telangana,2018,2,mahbubnagar district,133679,282509191.5883919
telangana,2018,2,jaya shankar bhalupally district,75108,185124228.22453412
telangana,2018,2,warangal urban district,385360,729207663.2999268
telangana,2018,2,rangareddy district,1939856,4360690897.522385
telangana,2018,2,hyderabad district,3156805,6628159910.681627
telangana,2018,2,suryapet district,151331,348270594.81713736
telangana,2018,2,jogulamba gadwal district,64504,121956513.7026067
telangana,2018,2,kamareddy district,106971,220088004.12138897
telangana,2018,2,mulugu district,34133,79124501.43852144
telangana,2018,2,medchal malkajgiri district,1459884,3122661501.184857
telangana,2018,2,karimnagar district,253264,526580356.2041131
telangana,2018,2,mancherial district,158011,358913706.5436819
telangana,2018,2,siddipet district,177205,385342488.413329
telangana,2018,2,khammam district,239474,532458838.37570375
telangana,2018,3,narayanpet district,64340,118885419.59930772
telangana,2018,3,nalgonda district,336447,645159574.9435833
telangana,2018,3,jangaon district,146075,200582619.240067
telangana,2018,3,bhadradri kothagudem district,269836,597006763.4882138
telangana,2018,3,warangal rural district,252723,231352138.6100927
telangana,2018,3,kumuram bheem asifabad district,65966,96999114.92917183
telangana,2018,3,nizamabad district,236227,500986414.16078365
telangana,2018,3,adilabad district,82446,147924241.56173068
telangana,2018,3,rajanna sircilla district,139296,252835234.79050454
telangana,2018,3,nagarkurnool district,145768,329169979.6499027
telangana,2018,3,peddapalle district,334825,548785775.8472054
telangana,2018,3,nirmal district,594160,443226269.8771687
telangana,2018,3,mahabubabad district,121114,192701061.46284273
telangana,2018,3,sangareddy district,545979,1010420934.8381689
telangana,2018,3,wanaparthy district,100020,216332721.70536387
telangana,2018,3,vikarabad district,129624,235307091.56088716
telangana,2018,3,jagtial district,178792,297447637.5977055
telangana,2018,3,yadadri bhuvanagiri district,229027,405998913.44494295
telangana,2018,3,medak district,121635,210873693.17207193
telangana,2018,3,mahbubnagar district,192249,366312876.89418334
telangana,2018,3,jaya shankar bhalupally district,105682,230411969.4996421
telangana,2018,3,warangal urban district,952314,1158736730.452106
telangana,2018,3,rangareddy district,3664948,6264254849.276553
telangana,2018,3,hyderabad district,5786941,9503554478.108147
telangana,2018,3,suryapet district,192967,383135272.8857628
telangana,2018,3,jogulamba gadwal district,84122,156030687.5594576
telangana,2018,3,kamareddy district,143897,253015072.01284927
telangana,2018,3,mulugu district,47313,93679044.09567732
telangana,2018,3,medchal malkajgiri district,2684484,4630531106.973803
telangana,2018,3,karimnagar district,567417,773038295.5637382
telangana,2018,3,mancherial district,256904,445471278.85699046
telangana,2018,3,siddipet district,259391,478439233.4826859
telangana,2018,3,khammam district,299774,611486713.5820062
telangana,2018,4,narayanpet district,100907,202257814.50564235
telangana,2018,4,nalgonda district,520637,1111613192.9887385
telangana,2018,4,jangaon district,222293,346124038.98747087
telangana,2018,4,bhadradri kothagudem district,362410,918355288.6277654
telangana,2018,4,warangal rural district,262203,336634711.5174851
telangana,2018,4,kumuram bheem asifabad district,97325,160813736.5722501
telangana,2018,4,nizamabad district,370417,926234374.6704977
telangana,2018,4,adilabad district,118804,247273348.00211674
telangana,2018,4,rajanna sircilla district,185776,395621217.05300003
telangana,2018,4,nagarkurnool district,222915,573964533.5419515
telangana,2018,4,peddapalle district,390467,777939864.6081892
telangana,2018,4,nirmal district,202583,388513382.9418751
telangana,2018,4,mahabubabad district,200557,341056970.7816761
telangana,2018,4,sangareddy district,868099,1617023609.7333188
telangana,2018,4,wanaparthy district,140124,317042568.60526896
telangana,2018,4,vikarabad district,193959,380435826.31128454
telangana,2018,4,jagtial district,257697,472342175.39294535
telangana,2018,4,yadadri bhuvanagiri district,323192,679809155.5793705
telangana,2018,4,medak district,210913,383629859.52266073
telangana,2018,4,mahbubnagar district,269148,570068792.8662198
telangana,2018,4,jaya shankar bhalupally district,158929,360390222.87813485
telangana,2018,4,warangal urban district,917418,1553820916.0367613
telangana,2018,4,rangareddy district,5803319,9396311751.227482
telangana,2018,4,hyderabad district,9360515,14727846731.548256
telangana,2018,4,suryapet district,311173,651181371.4555665
telangana,2018,4,jogulamba gadwal district,137597,248514480.20406926
telangana,2018,4,kamareddy district,239765,478682154.9852499
telangana,2018,4,mulugu district,64094,148653956.4218364
telangana,2018,4,medchal malkajgiri district,4598129,7288821271.332444
telangana,2018,4,karimnagar district,597642,1058366451.9186106
telangana,2018,4,mancherial district,335091,666703141.0461617
telangana,2018,4,siddipet district,414378,824913162.382491
telangana,2018,4,khammam district,462678,958128373.8025743
telangana,2019,1,narayanpet district,174965,309771672.0671499
telangana,2019,1,nalgonda district,995740,1769178906.7148075
telangana,2019,1,jangaon district,459535,666835161.5200422
telangana,2019,1,bhadradri kothagudem district,584648,1347048006.2547002
telangana,2019,1,warangal rural district,543456,652015911.9018332
telangana,2019,1,kumuram bheem asifabad district,162055,267180135.05131233
telangana,2019,1,nizamabad district,705541,1347187035.3619022
telangana,2019,1,adilabad district,202558,363233268.90475595
telangana,2019,1,rajanna sircilla district,336361,591748358.9669632
telangana,2019,1,nagarkurnool district,394508,919667216.3119977
telangana,2019,1,peddapalle district,670381,1232197525.0656664
telangana,2019,1,nirmal district,316131,513648129.4548651
telangana,2019,1,mahabubabad district,367401,589964630.444792
telangana,2019,1,sangareddy district,1782207,2801488635.44757
telangana,2019,1,wanaparthy district,256316,539178838.0241383
telangana,2019,1,vikarabad district,339769,628307802.9188868
telangana,2019,1,jagtial district,458055,774232192.3382725
telangana,2019,1,yadadri bhuvanagiri district,650221,1153306717.151112
telangana,2019,1,medak district,424439,604006323.838034
telangana,2019,1,mahbubnagar district,505837,949702543.7309991
telangana,2019,1,jaya shankar bhalupally district,271387,602186464.5833509
telangana,2019,1,warangal urban district,1953906,2836690647.8977265
telangana,2019,1,rangareddy district,12952050,17677048557.632526
telangana,2019,1,hyderabad district,24838664,34892156029.40753
telangana,2019,1,suryapet district,570175,1022801622.5667242
telangana,2019,1,jogulamba gadwal district,261453,415838239.1276528
telangana,2019,1,kamareddy district,494329,728765333.3862631
telangana,2019,1,mulugu district,117826,286242139.70046264
telangana,2019,1,medchal malkajgiri district,10127087,13392043971.075241
telangana,2019,1,karimnagar district,1088155,1693944274.3067384
telangana,2019,1,mancherial district,589535,1094451064.2941875
telangana,2019,1,siddipet district,841516,1380114923.8328254
telangana,2019,1,khammam district,854495,1481079756.3855424
telangana,2019,2,narayanpet district,178965,419237051.7853179
telangana,2019,2,nalgonda district,982589,2323581176.516111
telangana,2019,2,jangaon district,451178,880333999.3660777
telangana,2019,2,bhadradri kothagudem district,658827,1800936282.3850584
telangana,2019,2,warangal rural district,525201,894990099.3555228
telangana,2019,2,kumuram bheem asifabad district,146390,319016878.8360514
telangana,2019,2,nizamabad district,782289,1812827883.3205523
telangana,2019,2,adilabad district,187419,451538835.93270147
telangana,2019,2,rajanna sircilla district,311530,702215438.880197
telangana,2019,2,nagarkurnool district,427374,1115389468.3856611
telangana,2019,2,peddapalle district,657490,1566326735.5282462
telangana,2019,2,nirmal district,237118,604053955.6960328
telangana,2019,2,mahabubabad district,398457,820743447.1629949
telangana,2019,2,sangareddy district,1920044,3684548498.973757
telangana,2019,2,wanaparthy district,270228,701368465.7621387
telangana,2019,2,vikarabad district,349574,741826384.7097802
telangana,2019,2,jagtial district,424736,1013323553.1638029
telangana,2019,2,yadadri bhuvanagiri district,698908,1571831637.5126033
telangana,2019,2,medak district,415222,805791072.4725859
telangana,2019,2,mahbubnagar district,550333,1270311793.6391454
telangana,2019,2,jaya shankar bhalupally district,290519,779327294.8465207
telangana,2019,2,warangal urban district,2185190,3832142348.1167383
telangana,2019,2,rangareddy district,16348519,25359412038.382965
telangana,2019,2,hyderabad district,43511186,73949377453.0185
telangana,2019,2,suryapet district,565731,1389837609.2161393
telangana,2019,2,jogulamba gadwal district,250255,525141870.7237575
telangana,2019,2,kamareddy district,454684,967447713.1913474
telangana,2019,2,mulugu district,129404,357195912.4863805
telangana,2019,2,medchal malkajgiri district,11891107,17462610963.470375
telangana,2019,2,karimnagar district,1090639,2218679006.703639
telangana,2019,2,mancherial district,571186,1433729477.429565
telangana,2019,2,siddipet district,821209,1837834819.208163
telangana,2019,2,khammam district,926878,2063514016.2549326
telangana,2019,3,narayanpet district,247799,507773417.4610101
telangana,2019,3,nalgonda district,1306394,2779870436.4339104
telangana,2019,3,jangaon district,617113,1100060362.2325885
telangana,2019,3,bhadradri kothagudem district,950852,2217033879.641263
telangana,2019,3,warangal rural district,777266,1188972512.9217644
telangana,2019,3,kumuram bheem asifabad district,201674,415529444.81707716
telangana,2019,3,nizamabad district,1143733,2214953316.84891
telangana,2019,3,adilabad district,253240,520200887.3199887
telangana,2019,3,rajanna sircilla district,431892,866012869.1522945
telangana,2019,3,nagarkurnool district,637843,1468968267.9012117
telangana,2019,3,peddapalle district,894357,1872281816.4743705
telangana,2019,3,nirmal district,396272,729433727.9040974
telangana,2019,3,mahabubabad district,571751,1039765449.4495962
telangana,2019,3,sangareddy district,2699670,4722370404.586679
telangana,2019,3,wanaparthy district,346164,815418253.2839947
telangana,2019,3,vikarabad district,481649,915569514.3744655
telangana,2019,3,jagtial district,575677,1234356051.1108751
telangana,2019,3,yadadri bhuvanagiri district,930865,1868628041.0485597
telangana,2019,3,medak district,533338,962334534.8570547
telangana,2019,3,mahbubnagar district,783236,1631760142.9440107
telangana,2019,3,jaya shankar bhalupally district,430844,982616709.6752173
telangana,2019,3,warangal urban district,3280635,5206094337.716869
telangana,2019,3,rangareddy district,23655175,33663962263.155968
telangana,2019,3,hyderabad district,55159072,96365182751.25804
telangana,2019,3,suryapet district,716286,1573223461.217702
telangana,2019,3,jogulamba gadwal district,372312,743159787.4650824
telangana,2019,3,kamareddy district,617048,1130608367.8367758
telangana,2019,3,mulugu district,184715,444083132.2472038
telangana,2019,3,medchal malkajgiri district,17492750,23256556346.306458
telangana,2019,3,karimnagar district,1604219,2911171015.4164953
telangana,2019,3,mancherial district,772975,1753500369.2869582
telangana,2019,3,siddipet district,1075629,2226176148.8370996
telangana,2019,3,khammam district,1352931,2602393109.2431
telangana,2019,4,narayanpet district,348020,781969185.7695559
telangana,2019,4,nalgonda district,1934313,4432868129.214613
telangana,2019,4,jangaon district,899519,1768140547.0507903
telangana,2019,4,bhadradri kothagudem district,1404330,3333736227.921642
telangana,2019,4,warangal rural district,1122699,1916370719.9451218
telangana,2019,4,kumuram bheem asifabad district,315212,636251308.4070561
telangana,2019,4,nizamabad district,1638281,3627249339.2387323
telangana,2019,4,adilabad district,395004,791642341.6090925
telangana,2019,4,rajanna sircilla district,600689,1301541778.6067424
telangana,2019,4,nagarkurnool district,933585,2233923658.115257
telangana,2019,4,peddapalle district,1360978,2960713411.6268864
telangana,2019,4,nirmal district,528301,1133229683.1589468
telangana,2019,4,mahabubabad district,850549,1675353014.2975852
telangana,2019,4,sangareddy district,3687957,6643761917.41535
telangana,2019,4,wanaparthy district,507428,1216946623.313059
telangana,2019,4,vikarabad district,688709,1424370972.6543646
telangana,2019,4,jagtial district,853526,1885810564.1351793
telangana,2019,4,yadadri bhuvanagiri district,1376210,2917661179.1368203
telangana,2019,4,medak district,746346,1468382159.4114661
telangana,2019,4,mahbubnagar district,1133602,2409813569.4080114
telangana,2019,4,jaya shankar bhalupally district,636364,1456148257.6858165
telangana,2019,4,warangal urban district,4698981,7877138784.222425
telangana,2019,4,rangareddy district,31237803,44757331443.568375
telangana,2019,4,hyderabad district,72987282,130230415629.3025
telangana,2019,4,suryapet district,1055324,2378054140.977039
telangana,2019,4,jogulamba gadwal district,521737,1114452481.2689347
telangana,2019,4,kamareddy district,896879,1897721264.8307636
telangana,2019,4,mulugu district,276728,653079691.2296635
telangana,2019,4,medchal malkajgiri district,22999944,31417907129.793076
telangana,2019,4,karimnagar district,2289360,4404111000.947509
telangana,2019,4,mancherial district,1219849,2827258423.4489546
telangana,2019,4,siddipet district,1508776,3271349293.2839117
telangana,2019,4,khammam district,1917973,3902061676.7459927
telangana,2020,1,narayanpet district,455130,1067253461.1912576
telangana,2020,1,nalgonda district,2636023,6345459438.726553
telangana,2020,1,jangaon district,1358798,2902674909.8656845
telangana,2020,1,bhadradri kothagudem district,1849454,4548915939.10561
telangana,2020,1,warangal rural district,1380277,2762397108.6799946
telangana,2020,1,kumuram bheem asifabad district,431200,924829748.6767043
telangana,2020,1,nizamabad district,2202642,4951415940.342635
telangana,2020,1,adilabad district,521578,1199179008.426102
telangana,2020,1,rajanna sircilla district,771444,1821242659.8739936
telangana,2020,1,nagarkurnool district,1379087,3566283298.1075497
telangana,2020,1,peddapalle district,1794982,3975776398.2863264
telangana,2020,1,nirmal district,654090,1616088714.4239542
telangana,2020,1,mahabubabad district,1131336,2380623170.982039
telangana,2020,1,sangareddy district,4610027,8691296108.435516
telangana,2020,1,wanaparthy district,705583,1719603962.7896023
telangana,2020,1,vikarabad district,966022,2067670438.7772045
telangana,2020,1,jagtial district,1100444,2555776130.8061604
telangana,2020,1,yadadri bhuvanagiri district,1677327,3614895962.8076024
telangana,2020,1,medak district,969091,1971427872.180642
telangana,2020,1,mahbubnagar district,1439754,3050397769.100156
telangana,2020,1,jaya shankar bhalupally district,837146,2203226556.5045834
telangana,2020,1,warangal urban district,6200767,12008422912.496418
telangana,2020,1,rangareddy district,31802492,45881228273.95146
telangana,2020,1,hyderabad district,94177232,183207208610.81787
telangana,2020,1,suryapet district,1427044,3295595248.4370594
telangana,2020,1,jogulamba gadwal district,692408,1613421876.413753
telangana,2020,1,kamareddy district,1148492,2474184242.60747
telangana,2020,1,mulugu district,436187,1155104119.66164
telangana,2020,1,medchal malkajgiri district,25458101,37404467180.931694
telangana,2020,1,karimnagar district,3037633,6437076498.978258
telangana,2020,1,mancherial district,1708111,4017582988.9663706
telangana,2020,1,siddipet district,1912271,4387174573.133842
telangana,2020,1,khammam district,2537352,5525879243.728758
telangana,2020,2,narayanpet district,695607,1503742472.362174
telangana,2020,2,nalgonda district,3786127,8540610042.867538
telangana,2020,2,jangaon district,1759512,3498060215.3452044
telangana,2020,2,bhadradri kothagudem district,2391943,5623659100.95859
telangana,2020,2,warangal rural district,2026328,3918025398.0865736
telangana,2020,2,kumuram bheem asifabad district,589630,1322968097.1360505
telangana,2020,2,nizamabad district,2750473,6638415628.443302
telangana,2020,2,adilabad district,680275,1524883392.4054193
telangana,2020,2,rajanna sircilla district,1005107,2223196910.7411313
telangana,2020,2,nagarkurnool district,2065489,4460050448.486773
telangana,2020,2,peddapalle district,2293157,4788894395.201496
telangana,2020,2,nirmal district,835049,2145022169.0158358
telangana,2020,2,mahabubabad district,1721463,3572106362.348245
telangana,2020,2,sangareddy district,4807036,8780427655.861984
telangana,2020,2,wanaparthy district,1041972,2330763455.8468223
telangana,2020,2,vikarabad district,1337076,2336128467.801978
telangana,2020,2,jagtial district,1504160,3565039911.672269
telangana,2020,2,yadadri bhuvanagiri district,2018354,4098335517.574524
telangana,2020,2,medak district,1281978,2500774235.3230863
telangana,2020,2,mahbubnagar district,1726832,3401780719.062594
telangana,2020,2,jaya shankar bhalupally district,1118207,2683325971.192736
telangana,2020,2,warangal urban district,6239185,13617334891.581211
telangana,2020,2,rangareddy district,18068048,31273545586.261536
telangana,2020,2,hyderabad district,56374644,130820061488.30272
telangana,2020,2,suryapet district,2070003,5008825032.281717
telangana,2020,2,jogulamba gadwal district,960673,2414251006.888463
telangana,2020,2,kamareddy district,1588473,3530203792.2776647
telangana,2020,2,mulugu district,548767,1498496960.2545447
telangana,2020,2,medchal malkajgiri district,17860704,29732057894.60774
telangana,2020,2,karimnagar district,3030914,6621194087.94509
telangana,2020,2,mancherial district,2131238,4472790687.891081
telangana,2020,2,siddipet district,2417054,5240899389.901978
telangana,2020,2,khammam district,3329665,7845967966.504283
telangana,2020,3,narayanpet district,783327,1902627904.62247
telangana,2020,3,nalgonda district,5228596,12019426389.403297
telangana,2020,3,jangaon district,2017277,4140321227.647342
telangana,2020,3,bhadradri kothagudem district,3196550,7671316620.377354
telangana,2020,3,warangal rural district,2344202,4962993534.951414
telangana,2020,3,kumuram bheem asifabad district,769865,1675480569.6999292
telangana,2020,3,nizamabad district,3738711,8812060816.702126
telangana,2020,3,adilabad district,897345,1988333702.679586
telangana,2020,3,rajanna sircilla district,1341971,3102179679.4662037
telangana,2020,3,nagarkurnool district,2457619,5813967118.645211
telangana,2020,3,peddapalle district,3165247,6772933142.766051
telangana,2020,3,nirmal district,1117211,3114725315.389447
telangana,2020,3,mahabubabad district,2057383,4294089771.5496736
telangana,2020,3,sangareddy district,6800085,12980683896.976254
telangana,2020,3,wanaparthy district,1234628,3016246622.6626596
telangana,2020,3,vikarabad district,1608742,3284049784.051024
telangana,2020,3,jagtial district,2078603,5050134980.509495
telangana,2020,3,yadadri bhuvanagiri district,2675838,5838319417.216424
telangana,2020,3,medak district,1948206,4236040846.328572
telangana,2020,3,mahbubnagar district,2371373,5055802636.647903
telangana,2020,3,jaya shankar bhalupally district,1439193,3673328300.1233864
telangana,2020,3,warangal urban district,7847624,17470830635.334423
telangana,2020,3,rangareddy district,29573243,51787722036.044556
telangana,2020,3,hyderabad district,99285803,228448742377.47607
telangana,2020,3,suryapet district,2745417,6451797391.596656
telangana,2020,3,jogulamba gadwal district,1269849,3465592564.8372164
telangana,2020,3,kamareddy district,1931489,4253804723.6002865
telangana,2020,3,mulugu district,700289,1906993181.761936
telangana,2020,3,medchal malkajgiri district,28698311,48831695001.78223
telangana,2020,3,karimnagar district,4242409,9665080706.228874
telangana,2020,3,mancherial district,3056009,6633824054.497068
telangana,2020,3,siddipet district,3137039,7015923741.021015
telangana,2020,3,khammam district,4612672,10624076063.27388
telangana,2020,4,narayanpet district,1122820,2835819720.016362
telangana,2020,4,nalgonda district,7966177,19282405659.535854
telangana,2020,4,jangaon district,3031598,6561515594.088474
telangana,2020,4,bhadradri kothagudem district,5185352,12782078782.234629
telangana,2020,4,warangal rural district,3301035,7061015635.913547
telangana,2020,4,kumuram bheem asifabad district,1255788,2599620374.1924663
telangana,2020,4,nizamabad district,5857682,15245199022.577251
telangana,2020,4,adilabad district,1494484,3501126352.5856867
telangana,2020,4,rajanna sircilla district,2158748,5123169526.190012
telangana,2020,4,nagarkurnool district,3613079,9022680672.803654
telangana,2020,4,peddapalle district,5150603,10874763808.441689
telangana,2020,4,nirmal district,1709052,4786165444.904333
telangana,2020,4,mahabubabad district,2985467,6391599550.63833
telangana,2020,4,sangareddy district,11444304,22088541539.15049
telangana,2020,4,wanaparthy district,1878120,4653274168.989356
telangana,2020,4,vikarabad district,2521145,5380594708.229063
telangana,2020,4,jagtial district,3204589,8148634697.350504
telangana,2020,4,yadadri bhuvanagiri district,4445644,10126950083.340902
telangana,2020,4,medak district,2913551,6627122841.862166
telangana,2020,4,mahbubnagar district,3778283,8337765904.894909
telangana,2020,4,jaya shankar bhalupally district,2144371,5358552576.958319
telangana,2020,4,warangal urban district,11918795,25712185991.211586
telangana,2020,4,rangareddy district,53405219,89256130453.08656
telangana,2020,4,hyderabad district,117008707,243045184188.28207
telangana,2020,4,suryapet district,4322234,10332732240.89793
telangana,2020,4,jogulamba gadwal district,1815083,4716814930.788986
telangana,2020,4,kamareddy district,3045875,7470236114.994878
telangana,2020,4,mulugu district,1080109,2751716832.141886
telangana,2020,4,medchal malkajgiri district,49900746,81801106073.41167
telangana,2020,4,karimnagar district,6853847,15369367186.015852
telangana,2020,4,mancherial district,5086014,10978959291.406088
telangana,2020,4,siddipet district,5009319,11662960489.776716
telangana,2020,4,khammam district,7035947,16464448770.047258
telangana,2021,1,narayanpet district,1167125,3310846779.258506
telangana,2021,1,nalgonda district,8018559,19628854223.156055
telangana,2021,1,jangaon district,3112444,6973669289.332452
telangana,2021,1,bhadradri kothagudem district,5386614,13659056643.17039
telangana,2021,1,warangal rural district,3145714,7121440709.901886
telangana,2021,1,kumuram bheem asifabad district,1378555,3157992830.7553616
telangana,2021,1,nizamabad district,5831809,14665519256.295437
telangana,2021,1,adilabad district,1676245,4215815167.282011
telangana,2021,1,rajanna sircilla district,2140974,5260861081.591412
telangana,2021,1,nagarkurnool district,3694212,10257144532.350464
telangana,2021,1,peddapalle district,5112755,10786831118.767836
telangana,2021,1,nirmal district,1744066,5096550372.246416
telangana,2021,1,mahabubabad district,2942202,6803110882.943872
telangana,2021,1,sangareddy district,12350347,23546322114.765312
telangana,2021,1,wanaparthy district,1880504,5057446529.389015
telangana,2021,1,vikarabad district,2667959,6288645224.650791
telangana,2021,1,jagtial district,3293619,8495922767.498055
telangana,2021,1,yadadri bhuvanagiri district,4682204,10482121487.112892
telangana,2021,1,medak district,2852487,6251716708.054497
telangana,2021,1,mahbubnagar district,4009637,9130053733.193928
telangana,2021,1,jaya shankar bhalupally district,2105785,5545124764.415361
telangana,2021,1,warangal urban district,13629397,28292658503.028107
telangana,2021,1,rangareddy district,60675056,98883148961.30931
telangana,2021,1,hyderabad district,169703372,316572388133.7874
telangana,2021,1,suryapet district,4438459,11053139673.870525
telangana,2021,1,jogulamba gadwal district,1749281,4982989534.247987
telangana,2021,1,kamareddy district,2897037,7016072957.359794
telangana,2021,1,mulugu district,1158750,3293242509.204965
telangana,2021,1,medchal malkajgiri district,54854446,87516738646.29623
telangana,2021,1,karimnagar district,6934134,15385243676.854752
telangana,2021,1,mancherial district,5080342,11065632622.696743
telangana,2021,1,siddipet district,5117034,11905435424.43538
telangana,2021,1,khammam district,7140986,17657527187.368073
telangana,2021,2,narayanpet district,1654354,4363288456.829841
telangana,2021,2,nalgonda district,10161723,25305904142.337223
telangana,2021,2,jangaon district,4101984,9097534046.327433
telangana,2021,2,bhadradri kothagudem district,6854796,16726841230.68533
telangana,2021,2,warangal rural district,4096643,9608357753.675695
telangana,2021,2,kumuram bheem asifabad district,1750108,3616140631.8292265
telangana,2021,2,nizamabad district,7753597,21755545090.473732
telangana,2021,2,adilabad district,2085591,4963034633.522783
telangana,2021,2,rajanna sircilla district,2831321,6928172010.622464
telangana,2021,2,nagarkurnool district,4876420,12210795742.454664
telangana,2021,2,peddapalle district,6670402,14414394127.107388
telangana,2021,2,nirmal district,2400460,7249341788.021781
telangana,2021,2,mahabubabad district,3894628,9057754916.76895
telangana,2021,2,sangareddy district,14851128,28799723416.87831
telangana,2021,2,wanaparthy district,2603925,6670336828.621043
telangana,2021,2,vikarabad district,3556227,7761185953.963232
telangana,2021,2,jagtial district,4428112,12612225820.950344
telangana,2021,2,yadadri bhuvanagiri district,5848194,13244058903.996319
telangana,2021,2,medak district,3415198,7629372343.577742
telangana,2021,2,mahbubnagar district,5064194,11391442175.389671
telangana,2021,2,jaya shankar bhalupally district,2675877,6859770059.015409
telangana,2021,2,warangal urban district,15534189,35324332007.02503
telangana,2021,2,rangareddy district,63155281,113987187628.93881
telangana,2021,2,hyderabad district,212326623,424872741465.13696
telangana,2021,2,suryapet district,6058271,15856636127.353405
telangana,2021,2,jogulamba gadwal district,2339787,6421818499.090552
telangana,2021,2,kamareddy district,3927221,10042472983.437822
telangana,2021,2,mulugu district,1462923,4115582609.583652
telangana,2021,2,medchal malkajgiri district,58755991,102864360004.68025
telangana,2021,2,karimnagar district,8548354,20534233590.75627
telangana,2021,2,mancherial district,6439833,13999260362.653545
telangana,2021,2,siddipet district,6647863,15903147261.01064
telangana,2021,2,khammam district,9096326,23771340184.86827
telangana,2021,3,narayanpet district,1866231,4774940526.25939
telangana,2021,3,nalgonda district,11844124,26760618927.739136
telangana,2021,3,jangaon district,4543161,9323782160.149391
telangana,2021,3,bhadradri kothagudem district,8176066,18135807092.898582
telangana,2021,3,warangal rural district,4443014,9287949664.12062
telangana,2021,3,kumuram bheem asifabad district,2106478,3942987886.809449
telangana,2021,3,nizamabad district,9331288,22809748582.059334
telangana,2021,3,adilabad district,2630821,5478367906.889686
telangana,2021,3,rajanna sircilla district,3381445,7695820233.395802
telangana,2021,3,nagarkurnool district,5674815,13208290733.935995
telangana,2021,3,peddapalle district,7647792,15215632332.166233
telangana,2021,3,nirmal district,2881221,7695725936.471862
telangana,2021,3,mahabubabad district,4261138,8803059150.714489
telangana,2021,3,sangareddy district,18758999,33876669677.960114
telangana,2021,3,wanaparthy district,2940519,7211167470.111839
telangana,2021,3,vikarabad district,4239647,8826445969.78196
telangana,2021,3,jagtial district,5294868,13500491629.987583
telangana,2021,3,yadadri bhuvanagiri district,6990011,14856731507.023874
telangana,2021,3,medak district,3824263,7874530429.994419
telangana,2021,3,mahbubnagar district,6305580,13292231448.187187
telangana,2021,3,jaya shankar bhalupally district,3033601,7101185779.855804
telangana,2021,3,warangal urban district,20050897,41422180516.83781
telangana,2021,3,rangareddy district,87884143,147772047919.14047
telangana,2021,3,hyderabad district,262028284,479343321365.37256
telangana,2021,3,suryapet district,7084587,16323643910.434517
telangana,2021,3,jogulamba gadwal district,2868741,7342093816.797329
telangana,2021,3,kamareddy district,4500228,9913123880.1505
telangana,2021,3,mulugu district,1650210,4101683407.368558
telangana,2021,3,medchal malkajgiri district,79514766,130838255095.6952
telangana,2021,3,karimnagar district,10704240,23540118368.011086
telangana,2021,3,mancherial district,7689749,15494076002.531456
